,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker,petitioner_wins
3215,1986.85-759,Maryland v. Garrison,85-759,531554400.0,541144800.0,509608800.0,Maryland,Petitioner,Harold Garrison,Respondent,Maryland,majority opinion,6.0,3.0,gerald_a_kroop,on behalf of the respondent,stephen_h_sachs,on behalf of the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3216,1986.85-766,"Tashjian, Secretary of State of Connecticut v. Republican Party of Connecticut",85-766,529131600.0,534578400.0,,"Tashjian, Secretary of State of Connecticut",Appellant,Republican Party of Connecticut,Appellee,,majority opinion,5.0,4.0,elliot_f_gerson,on behalf of the Appellant,david_s_golub,on behalf of the Appellees,stephen_e_gottlieb,for James McGregor Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,minority,minority,minority,minority,,,,,,,,,,,,,,,,,,,0
3217,1986.85-767,"North Carolina Department of Transportation v. Crest Street Community Council, Inc.",85-767,529045200.0,531468000.0,,"North Carolina Department of Transportation, et al.",Petitioner,"Crest Street Community Council, Inc., et al.",Respondent,"North Carolina Department of Transportation, et al.",majority opinion,6.0,3.0,michael_david_calhoun,on behalf of respondents,lacy_h_thornburg,on behalf of Petitioners,richard_j_lazarus,on behalf of the United States as amicus curiae in support of petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3218,1986.85-781,Burke v. Barnes,85-781,531468000.0,537602400.0,,Burke,Petitioner,Barnes,Respondent,Burke,majority opinion,6.0,2.0,morgan_j_frankel,on behalf of Respondents,richard_k_willard,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,majority,minority,majority,none,,,,,,,,,,,,,,,,,,,1
3219,1986.85-782,Immigration and Naturalization Service v. Cardoza-Fonseca,85-782,529045200.0,542268000.0,,Immigration and Naturalization Service,Petitioner,Cardoza-Fonseca,Respondent,,majority opinion,6.0,3.0,dana_marks_keener,on behalf of Respondent,lawrence_g_wallace,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,minority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3220,1986.85-792,Interstate Commerce Commission v. Brotherhood of Locomotive Engineers,85-792,531986400.0,550126800.0,,Interstate Commerce Commission,Petitioner,Brotherhood of Locomotive Engineers,Respondent,Interstate Commerce Commission,majority opinion,9.0,0.0,john_ob_clarke_jr,on behalf of the Respondent United Transportation Union,joseph_l_manson_iii,on behalf of the Petitioner MC-KS-TX Railroad,henri_f_rush_jr,on behalf of the Petitioner ICC,harold_a_ross,on behalf of the Respondnet Brotherhood/Locomotive Engineers,henri_f_rush,for petitioner in No. 85-792,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3221,1986.85-889,Colorado v. Bertine,85-889,531986400.0,537602400.0,,Colorado,Petitioner,Bertine,Respondent,Colorado,majority opinion,7.0,2.0,john_m_haried,on behalf of Petitioner,cary_c_lacklen,on behalf of Respondent,richard_j_lazarus,"on behalf of the United States as amicus curiae, supporting Petitioner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3222,1986.85-899,Connecticut v. Barrett,85-899,534492000.0,538725600.0,,Connecticut,Petitioner,Barrett,Respondent,Connecticut,majority opinion,7.0,0.0,charles_a_rothfeld,"as amicus curiae, supporting petitioner",julia_dicocco_dewey,on behalf of the petitioner,robert_l_genuario,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,none,majority,majority,majority,none,majority,majority,,,,,,,,,,,,,,,,,,,1
3223,1986.85-920,"Alaska Airlines, Inc. v. Brock",85-920,533800800.0,543564000.0,,"Alaska Airlines, Inc.",Petitioner,Brock,Respondent,,majority opinion,9.0,0.0,deputy_solicitor_general_louis_r_cohen,on behalf of the Respondents,william_t_coleman_jr,on behalf of the Petitioners,louis_r_cohen,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3224,1986.85-937,West Virginia v. United States,85-937,531986400.0,537516000.0,,West Virginia,Petitioner,United States,Respondent,,majority opinion,9.0,0.0,charles_g_brown,on behalf of the petitioner,albert_g_lauber_jr,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3225,1986.85-971,Clarke v. Securities Industry Association,85-971,531381600.0,537602400.0,,Clarke,Petitioner,Securities Industry Association,Respondent,Clarke,majority opinion,8.0,0.0,william_t_coleman_jr,on behalf of petitioner in No. 972,charles_a_rothfeld,on behalf of the petitioner in No. 85-971,james_b_weidner,on behalf of the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,,,,1
3226,1986.85-993,Hobbie v. Unemployment Appeals Comm'n of Florida,85-993,534578400.0,541231200.0,,Hobbie,Appellant,Unemployment Appeals Comm'n of Florida,Appellee,Hobbie,majority opinion,8.0,1.0,walter_e_carson,on behalf of the appellant,john_d_maher,on behalf of the appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3227,1986.85-998,United States v. Dunn,85-998,538120800.0,541749600.0,519886800.0,United States,Petitioner,Ronald Dale Dunn,Respondent,United States,majority opinion,7.0,2.0,roy_t_englert,on behalf of the Petitioner,louis_dugas_jr,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3228,1986.85-999,United States v. Paradise,85-999,532159200.0,541231200.0,,United States,Petitioner,Paradise,Respondent,,plurality opinion,5.0,4.0,j_richard_cohen,on behalf of the respondent,charles_fried,on behalf of the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,0
3229,1986.86-104,"Board of Airport Commissioners of the City of Los Angeles v. Jews for Jesus, Inc.",86-104,541749600.0,550731600.0,,Board of Airport Commissioners of the City of Los Angeles,Petitioner,"Jews for Jesus, Inc.",Respondent,,majority opinion,9.0,0.0,james_r_kapel,Argued the cause for the petitioners,jay_alan_sekulow,Argued the cause pro hac vice for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3230,1986.86-108,Hilton v. Braunskill,86-108,543650400.0,549003600.0,,Hilton,Petitioner,Braunskill,Respondent,Hilton,majority opinion,6.0,3.0,john_g_holl,on behalf of Petitioners,mark_h_friedman,on behalf of Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3231,1986.86-130,Rock v. Arkansas,86-130,543477600.0,551336400.0,,Vickie Lorene Rock,Petitioner,Arkansas,Respondent,Rock,majority opinion,5.0,4.0,j_steven_clark,on behalf of Respondent,james_m_luffman,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,1
3232,1986.86-133,Nollan v. California Coastal Commission,86-133,544082400.0,551682000.0,,Nollan,Appellant,California Coastal Commission,Appellee,Nollan,majority opinion,5.0,4.0,robert_k_best,Argued the cause for the appellants,andrea_sheridan_ordin,Argued the cause for the appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3233,1986.86-177,Tanner v. United States,86-177,544168800.0,551336400.0,531381600.0,"Anthony R. Tanner, William M. Conover",Petitioner,United States,Respondent,Tanner,majority opinion,5.0,4.0,john_a_devault_iii,on behalf of the Petitioners,richard_j_lazarus,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3234,1986.86-179,Corporation of the Presiding Bishop of the Church of Jesus Christ of Latter-Day Saints v. Amos,86-179,544168800.0,551509200.0,,Corporation of the Presiding Bishop of the Church of Jesus Christ of Latter-Day Saints,Appellant,Amos,Appellee,Corporation of the Presiding Bishop of the Church of Jesus Christ of Latter-Day Saints,majority opinion,9.0,0.0,rex_e_lee,on behalf of appellants in No. 86-179,william_bradford_reynolds,"Assistant Attorney General, Department of Justice, on behalf of the United States in No. 86-401",david_b_watkiss,on behalf of the appellees in both cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3235,1986.86-231,"PBGC v. Yahn & McDonnell, Inc.",86-231,546498000.0,548312400.0,,PBGC,Petitioner,"Yahn & McDonnell, Inc.",Respondent,,equally divided,0.0,0.0,carl_l_taylor,on behalf of the appellees,gary_m_ford,on behalf of the appellants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,,,,none,none,none,none,none,none,none,,,,,,,,,,,,,,,,,,,0
3236,1986.86-234,McNally v. United States,86-234,546066000.0,551509200.0,,McNally,Petitioner,United States,Respondent,McNally,majority opinion,7.0,2.0,carter_g_phillips,on behalf of Petitioner,donald_b_ayer,on behalf of Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,,,,1
3237,1986.86-243,"City of Houston, Texas v. Hill",86-243,543477600.0,550731600.0,,"City of Houston, Texas",Appellant,Hill,Appellee,,majority opinion,8.0,1.0,robert_j_collins,on behalf of Appellant,charles_alan_wright,on behalf of Appellee,marshal_wong,on behalf of appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3238,1986.86-246,Sumner v. Nevada Department of Prisons,86-246,545893200.0,551336400.0,,Sumner,Petitioner,Nevada Department of Prisons,Respondent,,majority opinion,6.0,3.0,m_daniel_markoff,on behalf of the Respondent,d_brian_mckay,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,minority,majority,majority,minority,,,,,,,,,,,,,,,,,,,0
3239,1986.86-251,Rockford Life Insurance Company v. Illinois Department of Revenue,86-251,544168800.0,550126800.0,,Rockford Life Insurance Company,Appellant,Illinois Department of Revenue,Appellee,,majority opinion,9.0,0.0,patricia_rosen,on behalf of Appellees,erwin_n_griswold,on behalf of Appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3240,1986.86-260,South Dakota v. Dole,86-260,546584400.0,551422800.0,,South Dakota,Petitioner,Dole,Respondent,,majority opinion,7.0,2.0,deputy_solicitor_general_louis_r_cohen,Argued the cause for the respondent,roger_a_tellinghuisen,Argued the cause for the petitioner,louis_r_cohen,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,majority,majority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,,,,0
3241,1986.86-270,"San Francisco Arts & Athletics, Inc. v. United States Olympic Committee",86-270,543564000.0,551595600.0,,"San Francisco Arts & Athletics, Inc.",Petitioner,United States Olympic Committee,Respondent,,majority opinion,5.0,4.0,john_g_kester,on behalf of Respondents,mary_c_dunlap,on behalf of Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,,,,0
3242,1986.86-281,Ray v. United States,86-281,546584400.0,548312400.0,,Ray,Petitioner,United States,Respondent,Ray,per curiam,9.0,0.0,joseph_a_connors_iii,on behalf of the petitioner,william_c_bryson,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3243,1986.86-319,Van Drasek v. Webb,86-319,546670800.0,548312400.0,,Van Drasek,Petitioner,Webb,Respondent,,per curiam,9.0,0.0,michael_k_kellogg,on behalf of the Respondent,stephen_g_milliken,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3244,1986.86-322,"Crawford Fitting Company v. J. T. Gibbons, Inc.",86-322,546670800.0,550731600.0,,Crawford Fitting Company,Petitioner,"J. T. Gibbons, Inc.",Respondent,,majority opinion,7.0,2.0,william_h_block,on behalf of the respondent in No. 86-322,ernest_p_mansour,on behalf of the petitioners in No. 86-322,james_e_youngdahl,on behalf of the respondent in No. 86-328,jeffrey_a_walker,on behalf of the petitioner in No. 86-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3245,1986.86-337,Burlington Northern Railroad Company v. Oklahoma Tax Commission,86-337,543650400.0,546584400.0,,Burlington Northern Railroad Company,Petitioner,Oklahoma Tax Commission,Respondent,Burlington Northern Railroad Company,majority opinion,9.0,0.0,betty_jo_christian,on behalf of Petitioner,david_w_lee,on behalf of Respondent,albert_g_lauber_jr,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3246,1986.86-341,"Fort Halifax Packing Company, Inc. v. Coyne",86-341,543564000.0,549522000.0,,"Fort Halifax Packing Company, Inc.",Appellant,Coyne,Appellee,,majority opinion,5.0,4.0,john_c_yavis_jr,on behalf of Appellant,thomas_d_warren,on behalf of Appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,0
3247,1986.86-357,"American Trucking Associations, Inc. v. Scheiner",86-357,546584400.0,551422800.0,,"American Trucking Associations, Inc.",Appellant,Scheiner,Appellee,"American Trucking Associations, Inc.",majority opinion,5.0,4.0,stephen_m_shapiro,Argued the cause for the appellants,suellen_m_wolfe,Argued the cause for the appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,minority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,1
3248,1986.86-381,"California v. Superior Court of California, San Bernardino County",86-381,546066000.0,550213200.0,,California,Petitioner,"Superior Court of California, San Bernardino County",Respondent,California,majority opinion,7.0,2.0,dennis_p_riordan,on behalf of Respondent,j_robert_jibson,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,majority,majority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3249,1986.86-39,Burlington Northern Railroad Company v. Brotherhood of Maintenance of Way Employes,86-39,541058400.0,546584400.0,528958800.0,"Burlington Northern Railroad Co., et al.",Petitioner,"Brotherhood of Maintenance of Way Employees, et al.",Respondent,,majority opinion,9.0,0.0,john_ob_clarke_jr,on behalf of the respondents,rex_e_lee,on behalf of the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3250,1986.86-393,United States v. Stanley,86-393,545979600.0,551595600.0,534405600.0,"United States, et al.",Petitioner,James B. Stanley,Respondent,United States,majority opinion,5.0,4.0,richard_a_kupfer,on behalf of the respondents,christopher_j_wright,on behalf of the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,,,,1
3251,1986.86-421,"Board of Directors, Rotary International v. Rotary Club of Duarte",86-421,544082400.0,547102800.0,,"Board of Directors, Rotary International",Appellant,Rotary Club of Duarte,Appellee,,majority opinion,7.0,0.0,judith_resnik,Argued the cause for the appellees,william_p_sutter,Argued the cause for the appellants,marian_m_johnston,Argued the cause for intervenor State of California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,none,majority,majority,majority,none,majority,,,,,,,,,,,,,,,,,,,0
3252,1986.86-44,Shearson/American Express Inc. v. McMahon,86-44,541749600.0,550126800.0,,Shearson/American Express Inc.,Petitioner,McMahon,Respondent,Shearson/American Express Inc.,majority opinion,5.0,4.0,theodore_grant_eppenstein,on behalf of the respondents,theodore_a_krebsbach,on behalf of the petitioners,richard_g_taranto,"as amicus curiae, supporting the petitioners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3253,1986.86-461,Board of Pardons v. Allen,86-461,544255200.0,550213200.0,,Board of Pardons,Petitioner,Allen,Respondent,,majority opinion,6.0,3.0,stephen_l_pevar,on behalf of the Respondents,clay_riggs_smith,on behalf of the Petitioners,clay_r_smith,for petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,0
3254,1986.86-475,Frazier v. Heebe,86-475,546670800.0,551077200.0,,Frazier,Petitioner,Heebe,Respondent,Frazier,majority opinion,6.0,3.0,curtis_r_boisfontaine,on behalf of the Respondents,cornish_f_hitchcock,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,1
3255,1986.86-497,"Agency Holding Corporation v. Malley-Duff & Associates, Inc.",86-497,545979600.0,551336400.0,,Agency Holding Corporation,Petitioner,"Malley-Duff & Associates, Inc.",Respondent,,majority opinion,9.0,0.0,john_h_bingler_jr,on behalf of Petitioner,henry_woodruff_turner,on behalf of Respondent,robert_l_frantz,on behalf of Petitioner,harry_woodruff_turner,for respondents in both cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3256,1986.86-5020,Booth v. Maryland,86-5020,543564000.0,550731600.0,,Booth,Petitioner,Maryland,Respondent,Booth,majority opinion,5.0,4.0,george_e_burns_jr,Argued the cause for the petitioner,charles_o_monk_ii,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,1
3257,1986.86-509,Bowen v. Gilliard,86-509,546066000.0,551595600.0,534405600.0,"Otis R. Bowen, Secretary of Health and Human Services",Appellant,"Beaty Mae Gilliard, et al.",Appellee,Bowen,majority opinion,6.0,3.0,catherine_c_mclamb,on behalf of the appellants in No. 86-564,albert_g_lauber_jr,on behalf of the appellant in No-86-509,jane_r_wettach,on behalf of the appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3258,1986.86-510,United States v. Hohri,86-510,545893200.0,549522000.0,,United States,Petitioner,Hohri,Respondent,United States,majority opinion,8.0,0.0,benjamin_l_zelenko,on behalf of Respondent,charles_fried,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,,,,1
3259,1986.86-511,Commissioner of Internal Revenue v. Fink,86-511,546498000.0,551336400.0,,Commissioner of Internal Revenue,Petitioner,Fink,Respondent,Commissioner of Internal Revenue,majority opinion,8.0,1.0,matthew_j_zinn,argued the cause for respondents,alan_i_horowitz,argued the cause for petitioner,donald_j_williamson,on behalf of petitioner,robert_h_klonoff,on behalf of respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3260,1986.86-526,Caterpillar Inc. v. Williams,86-526,545979600.0,550213200.0,,Caterpillar Inc.,Petitioner,Williams,Respondent,,majority opinion,9.0,0.0,gerald_d_skoning,on behalf of the Petitioners,fritz_wollett,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3261,1986.86-5324,Griffin v. Wisconsin,86-5324,545893200.0,551682000.0,,Griffin,Petitioner,Wisconsin,Respondent,,majority opinion,5.0,4.0,alan_g_habermehl,on behalf of Petitioner,barry_m_levenson,on behalf of Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,0
3262,1986.86-5344,Miller v. Florida,86-5344,545979600.0,550213200.0,,Miller,Petitioner,Florida,Respondent,Miller,majority opinion,9.0,0.0,anthony_calvello,on behalf of Petitioner,joy_b_shearer,on behalf of Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,1
3263,1986.86-5375,Burger v. Kemp,86-5375,544082400.0,551682000.0,,Burger,Petitioner,Kemp,Respondent,,majority opinion,5.0,4.0,joseph_m_nursey,on behalf of the Petitioner,william_b_hill_jr,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3264,1986.86-566,Perry v. Thomas,86-566,546584400.0,550731600.0,,Perry,Appellant,Thomas,Appellee,Perry,majority opinion,7.0,2.0,peter_brown_dolan,on behalf of the appellants,bruce_gelber,on behalf of the appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,,,,1
3265,1986.86-572,Kentucky v. Stincer,86-572,546066000.0,551077200.0,,Kentucky,Petitioner,Stincer,Respondent,Kentucky,majority opinion,6.0,3.0,mark_a_posnansky,on behalf of Respondent,penny_r_warren,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3266,1986.86-6,Ricketts v. Adamson,86-6,544255200.0,551336400.0,,Ricketts,Petitioner,Adamson,Respondent,Ricketts,majority opinion,5.0,4.0,roy_t_englert,"as amicus curiae, supporting Petitioners",william_j_schafer_iii,on behalf of the Petitioners,timothy_k_ford,on behalf of the Respondent,roy_t_englert_jr,"for U.S. as amicus curiae supporting petitioners, by special leave of Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3267,1986.86-71,CTS Corporation v. Dynamics Corporation of America,86-71,541663200.0,545979600.0,,CTS Corporation,Appellant,Dynamics Corporation of America,Appellee,CTS Corporation,majority opinion,6.0,3.0,john_f_pritchard,on behalf of Appellant Indiana,james_a_strain,on behalf of Appellant CTS Corporation,lowell_e_sachnoff,"on behalf of Appellee Dynamics Corporation of America, et al",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3268,1986.86-80,New York v. Burger,86-80,541058400.0,551077200.0,,New York,Petitioner,Burger,Respondent,New York,majority opinion,6.0,3.0,stephen_r_mahler,on behalf of the Respondent,elizabeth_holtzman,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,,,,1
3269,1986.86-87,United States v. Salerno,86-87,538207200.0,549003600.0,,United States,Petitioner,Salerno,Respondent,United States,majority opinion,6.0,3.0,anthony_m_cardinale,Argued the cause for the respondent,charles_fried,Argued the cause for the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,1
3270,1986.86-88,"Citicorp Industrial Credit, Inc. v. Brock",86-88,545893200.0,551336400.0,,"Citicorp Industrial Credit, Inc.",Petitioner,Brock,Respondent,,majority opinion,7.0,2.0,charles_a_rothfeld,on behalf of Respondent,rex_e_lee,on behalf of Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,0
3271,1986.86-98,Rivera v. Minnich,86-98,543650400.0,551595600.0,,Rivera,Appellant,Minnich,Appellee,,majority opinion,8.0,1.0,william_watt_campbell,on behalf of the Appellant,mary_louise_barton,on behalf of the Appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
3272,1987.65_orig,Texas v. New Mexico,65 ORIG,,575532000.0,,Texas,Petitioner,New Mexico,Respondent,Both,per curiam,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,none,majority,majority,majority,,,,,,,,,,,,,,,,,,0
3273,1987.85-1551,Karcher v. May,85-1551,560494800.0,565336800.0,,Karcher,Appellant,May,Appellee,,majority opinion,8.0,0.0,norman_l_cantor,on behalf of Respondent,rex_e_lee,on behalf of the Appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,0
