,file_name,advocate,advocate_label
189,1971.71-247,william_l_dwyer,behalf_petitioner
190,1971.71-288,frank_askin,behalf_respondent
191,1971.71-300,andrew_w_estes,behalf_petitioner
192,1971.71-308,matthew_j_zinn,behalf_petitioner
193,1971.71-315,harold_j_birch,behalf_petitioner
194,1971.71-32,paul_a_porter,behalf_respondent
195,1971.71-41,bernard_m_baum,behalf_petitioner
196,1971.71-452,melvin_l_wulf,behalf_petitioner
197,1971.71-492,george_black_jr,behalf_petitioner
198,1971.71-5097,leo_eisenstatt,behalf_petitioner
199,1971.71-5103,w_don_brittin_jr,behalf_petitioner
200,1971.71-5144,e_barrett_prettyman_jr,behalf_petitioner
201,1971.71-517,james_n_perry,behalf_petitioner
202,1971.71-5172,james_a_wade,behalf_petitioner
203,1971.71-5255,james_e_milliman,behalf_petitioner
204,1971.71-5445,daniel_a_rezneck,behalf_petitioner
205,1971.71-573,richard_b_stone,behalf_petitioner
206,1971.71-83,john_t_hansen,behalf_petitioner
207,1971.9_orig,erwin_n_griswold,behalf_petitioner
208,1972.27_orig,joseph_m_howard,behalf_petitioner
209,1972.30_orig,charles_f_keeley,behalf_petitioner
210,1972.36_orig,samuel_d_mcdaniel,behalf_petitioner
211,1972.70-279,samuel_huntington,behalf_petitioner
212,1972.71-1005,john_a_smietanka,behalf_petitioner
213,1972.71-1011,sheldon_h_elsen,behalf_petitioner
214,1972.71-1021,lawrence_g_wallace,behalf_ac_neutral
215,1972.71-1022,valentine_brookes,behalf_respondent
216,1972.71-1043,irving_anolik,behalf_petitioner
217,1972.71-1051,thomas_moran,behalf_respondent
218,1972.71-1059,david_r_hyde,behalf_petitioner
219,1972.71-1069,henry_a_burgess,behalf_petitioner
220,1972.71-1082,daniel_s_dearing,behalf_petitioner
221,1972.71-1119,darrel_k_diamond,behalf_petitioner
222,1972.71-1134,phillip_k_wicker,behalf_petitioner
223,1972.71-1136,allison_w_brown_jr,behalf_petitioner
224,1972.71-1178,benny_harry_hughes,behalf_petitioner
225,1972.71-1192,arthur_leeds,behalf_petitioner
226,1972.71-1193,william_bradford_reynolds,behalf_petitioner
227,1972.71-1222,samuel_hirshowitz,behalf_petitioner
228,1972.71-1225,william_a_platz,behalf_petitioner
229,1972.71-1255,edward_r_korman,behalf_petitioner
230,1972.71-1304,william_p_homans_jr,behalf_petitioner
231,1972.71-1315,stanley_m_dietz,behalf_petitioner
232,1972.71-1332,arthur_gochman,behalf_respondent
233,1972.71-1336,r_david_broiles,behalf_petitioner
234,1972.71-1371,burt_neuborne,behalf_petitioner
235,1972.71-1422,stanley_fleishman,behalf_petitioner
236,1972.71-1428,stanley_a_bass,behalf_petitioner
237,1972.71-1442,lloyd_j_skedd,behalf_petitioner
238,1972.71-1456,thomas_keister_greer,behalf_petitioner
239,1972.71-1470,william_b_ball,behalf_respondent
240,1972.71-1545,keith_a_jones,behalf_petitioner
241,1972.71-1553,thomas_v_martin,behalf_petitioner
242,1972.71-1583,henry_g_ullerich,behalf_petitioner
243,1972.71-1585,thomas_h_s_brucker,behalf_respondent
244,1972.71-1598,andrew_l_frey,behalf_petitioner
245,1972.71-1623,charles_l_black_jr,behalf_petitioner
246,1972.71-1637,richard_l_sieg_jr,behalf_petitioner
247,1972.71-1639,john_c_buckingham,behalf_petitioner
248,1972.71-1647,edward_g_gruis,behalf_petitioner
249,1972.71-1665,ralph_j_gregg,behalf_respondent
250,1972.71-1694,joseph_j_levin_jr,behalf_petitioner
251,1972.71-224,kenneth_m_romines,behalf_petitioner
252,1972.71-229,philip_a_lacovara,behalf_petitioner
253,1972.71-36,l_stephen_porter,behalf_petitioner
254,1972.71-364,andrew_p_miller,behalf_petitioner
255,1972.71-366,moses_lasky,behalf_petitioner
256,1972.71-485,hugh_b_cox,behalf_respondent
257,1972.71-496,bernard_a_berkman,behalf_petitioner
258,1972.71-507,william_k_ris,behalf_respondent
259,1972.71-5139,jonathan_shapiro,behalf_petitioner
260,1972.71-559,harry_r_sachse,behalf_petitioner
261,1972.71-5656,george_charles_bruno,behalf_petitioner
262,1972.71-5685,carl_jay_nathanson,behalf_petitioner
263,1972.71-575,stanley_dalton_wright,behalf_petitioner
264,1972.71-5908,peter_westen,behalf_petitioner
265,1972.71-6060,robert_j_hirsh,behalf_petitioner
266,1972.71-6078,windle_turley,behalf_petitioner
267,1972.71-6193,lowell_w_lundy,behalf_petitioner
268,1972.71-6272,james_d_robinson,behalf_petitioner
269,1972.71-6481,melvin_l_wulf,behalf_petitioner
270,1972.71-651,russell_iungerich,behalf_petitioner
271,1972.71-6516,david_r_hood,behalf_petitioner
272,1972.71-666,henry_p_sailer,behalf_respondent
273,1972.71-6698,e_r_mcclelland,behalf_petitioner
274,1972.71-6732,glenn_zell,behalf_petitioner
275,1972.71-6742,albert_armendariz_sr,behalf_petitioner
276,1972.71-6757,steven_m_umin,behalf_petitioner
277,1972.71-678,phillip_d_bostwick,behalf_petitioner
278,1972.71-708,lawrence_g_wallace,behalf_ac_neutral
279,1972.71-711,norton_j_come,behalf_petitioner
280,1972.71-718,michael_colodner,behalf_petitioner
281,1972.71-732,robert_r_granucci,behalf_petitioner
282,1972.71-749,edward_r_korman,behalf_petitioner
283,1972.71-829,eric_schnapper,behalf_petitioner
284,1972.71-834,richard_b_collins,behalf_petitioner
285,1972.71-839,charles_w_grubb,behalf_petitioner
286,1972.71-850,philip_a_lacovara,behalf_petitioner
287,1972.71-858,jerome_h_torshen,behalf_petitioner
288,1972.71-862,mark_h_berens,behalf_petitioner
289,1972.71-873,matthew_w_goring,behalf_respondent
290,1972.71-879,stephen_m_piga,behalf_petitioner
291,1972.71-895,peter_g_nash,behalf_petitioner
292,1972.71-909,ramsey_clark,behalf_respondent
293,1972.71-951,lawrence_earl_hickman,behalf_petitioner
294,1972.72-10,ronald_m_greenberg,behalf_petitioner
295,1972.72-11,frank_f_flegal,behalf_petitioner
296,1972.72-147,leon_jaworski,behalf_petitioner
297,1972.72-269,jean_m_coon,behalf_petitioner
298,1972.72-350,jewel_s_lafontant,behalf_petitioner
299,1972.72-419,marjorie_h_matson,behalf_respondent
300,1972.72-459,israel_packel,behalf_petitioner
301,1972.72-490,veryl_l_riddle,behalf_petitioner
302,1972.72-493,john_g_hill_jr,behalf_petitioner
303,1972.72-534,a_raymond_randolph_jr,behalf_petitioner
304,1972.72-5443,malcolm_h_mackey,behalf_petitioner
305,1972.72-549,william_t_coleman_jr,behalf_petitioner
306,1972.72-5521,john_r_wideikis,behalf_petitioner
307,1972.72-555,daniel_m_friedman,behalf_petitioner
308,1972.72-586,leroy_l_dalton,behalf_petitioner
309,1972.72-624,william_bradford_reynolds,behalf_petitioner
310,1972.72-630,howard_schulman,behalf_petitioner
311,1972.72-656,james_deanda,behalf_petitioner
312,1972.72-804,lawrence_g_wallace,behalf_petitioner
313,1972.72-848,keith_a_jones,behalf_petitioner
314,1972.72-90,richard_b_stone,behalf_petitioner
315,1972.72-95,r_jackson_rose,behalf_petitioner
316,1973.48_orig,mitchell_e_ward,behalf_petitioner
317,1973.71-1631,aldus_s_mitchell,behalf_petitioner
318,1973.71-1669,james_m_russ,behalf_petitioner
319,1973.71-6852,marguerite_m_buckley,behalf_petitioner
320,1973.72-1019,stuart_a_mcclendon,behalf_petitioner
321,1973.72-1040,sanford_jay_rosen,behalf_petitioner
322,1973.72-1057,h_russel_smouse,behalf_respondent
323,1973.72-1058,william_d_eggers,behalf_petitioner
324,1973.72-1076,harvey_i_saferstein,behalf_petitioner
325,1973.72-1118,daniel_m_friedman,behalf_petitioner
326,1973.72-1125,larry_f_york,behalf_petitioner
327,1973.72-1154,leo_h_raines,behalf_petitioner
328,1973.72-1162,keith_a_jones,behalf_petitioner
329,1973.72-1180,mozart_g_ratner,behalf_petitioner
330,1973.72-1188,daniel_m_friedman,behalf_petitioner
331,1973.72-1231,norton_j_come,behalf_petitioner
332,1973.72-1264,john_mattioni,behalf_petitioner
333,1973.72-1289,e_barrett_prettyman_jr,behalf_petitioner
334,1973.72-1297,gerald_p_norton,behalf_petitioner
335,1973.72-1322,william_t_coleman_jr,behalf_petitioner
336,1973.72-1371,alan_b_morrison,behalf_respondent
337,1973.72-1382,lawrence_gochberg,behalf_petitioner
338,1973.72-1454,marvin_m_karpatkin,behalf_petitioner
339,1973.72-1465,w_eric_collins,behalf_petitioner
340,1973.72-1470,j_d_todd_jr,behalf_petitioner
341,1973.72-1490,mark_l_evans,behalf_petitioner
342,1973.72-1513,douglas_d_doane,behalf_petitioner
343,1973.72-1566,george_j_tichy_ii,behalf_petitioner
344,1973.72-1570,david_a_mills,behalf_petitioner
345,1973.72-1598,norton_j_come,behalf_petitioner
346,1973.72-1603,leo_j_conway,behalf_petitioner
347,1973.72-1660,richard_n_league,behalf_petitioner
348,1973.72-1690,peter_greenfield,behalf_petitioner
349,1973.72-1713,robert_h_bork,behalf_petitioner
350,1973.72-397,elmer_c_coker,behalf_petitioner
351,1973.72-402,reuben_l_hedlund,behalf_respondent
352,1973.72-403,keith_a_jones,behalf_petitioner
353,1973.72-5581,howard_moore_jr,behalf_petitioner
354,1973.72-5704,e_richard_larson,behalf_petitioner
355,1973.72-5794,robert_h_wagstaff,behalf_petitioner
356,1973.72-5839,george_r_higinbotham,behalf_petitioner
357,1973.72-5847,lawrence_g_wallace,behalf_ac_neutral
358,1973.72-6041,norman_c_barnett,behalf_petitioner
359,1973.72-6156,john_wilson_reed,behalf_petitioner
360,1973.72-6160,robert_j_hobbs,behalf_petitioner
361,1973.72-617,wayne_b_giampietro,behalf_petitioner
362,1973.72-6476,carl_jay_nathanson,behalf_petitioner
363,1973.72-6609,jane_g_stevens,behalf_petitioner
364,1973.72-6902,herbert_a_rosenthal,behalf_petitioner
365,1973.72-700,jack_r_petranker,behalf_petitioner
366,1973.72-702,morton_jackson,behalf_petitioner
367,1973.72-777,philip_j_hirschkop,behalf_petitioner
368,1973.72-782,leonard_l_scheinholtz,behalf_petitioner
369,1973.72-812,paul_n_halvonik,behalf_petitioner
370,1973.72-822,harriet_s_shapiro,behalf_petitioner
371,1973.72-844,herbert_v_kelly,behalf_petitioner
372,1973.72-847,mary_m_schroeder,behalf_petitioner
373,1973.72-888,peter_f_langrock,behalf_petitioner
374,1973.72-922,william_j_legg,behalf_petitioner
375,1973.72-936,allan_a_tuttle,behalf_petitioner
376,1973.72-948,stuart_f_feldstein,behalf_petitioner
377,1973.72-955,james_b_zagel,behalf_petitioner
378,1973.73-1265,joseph_a_califano_jr,behalf_respondent
379,1973.73-157,lynn_r_coleman,behalf_petitioner
380,1973.73-187,erwin_n_griswold,behalf_petitioner
381,1973.73-203,aaron_m_fine,behalf_petitioner
382,1973.73-206,charles_morgan_jr,behalf_respondent
383,1973.73-235,josef_diamond,behalf_petitioner
384,1973.73-263,keith_a_jones,behalf_petitioner
385,1973.73-362,harry_r_sachse,behalf_petitioner
386,1973.73-437,carroll_l_gilliam,behalf_petitioner
387,1973.73-439,james_j_hagan,behalf_petitioner
388,1973.73-466,john_paul_jones,behalf_petitioner
389,1973.73-473,robert_allen_sedler,behalf_petitioner
390,1973.73-477,leonard_mellon,behalf_petitioner
391,1973.73-482,l_brooks_patterson,behalf_petitioner
392,1973.73-5265,thomas_r_adams,behalf_petitioner
393,1973.73-5284,robert_h_friebert,behalf_petitioner
394,1973.73-5412,john_m_levy,behalf_petitioner
395,1973.73-557,louis_nizer,behalf_petitioner
396,1973.73-582,ralph_lynch_jr,behalf_petitioner
397,1973.73-604,arthur_b_hanson,behalf_petitioner
398,1973.73-62,leo_pfeffer,behalf_petitioner
399,1973.73-629,dwight_c_pettay_jr,behalf_petitioner
400,1973.73-640,joanne_condas,behalf_petitioner
401,1973.73-641,burgess_l_doan,behalf_petitioner
402,1973.73-679,melvin_kent_kammerlohr,behalf_petitioner
403,1973.73-690,william_tucker,behalf_petitioner
404,1973.73-718,james_v_ryan,behalf_petitioner
405,1973.73-767,howard_e_shapiro,behalf_petitioner
406,1973.73-781,robert_f_hanley,behalf_petitioner
407,1973.73-786,jacob_l_safron,behalf_petitioner
408,1973.73-797,daniel_p_s_paul,behalf_petitioner
409,1973.73-804,paul_r_duke,behalf_petitioner
410,1973.73-831,jewel_s_lafontant,behalf_petitioner
411,1973.73-841,karl_j_stipher,behalf_petitioner
412,1973.73-846,james_m_ringo,behalf_petitioner
413,1973.73-9,stuart_a_smith,behalf_petitioner
414,1974.31_orig,danny_julian_boggs,behalf_respondent
415,1974.52_orig,keith_a_jones,behalf_petitioner
416,1974.73-1004,henry_p_monaghan,behalf_petitioner
417,1974.73-1016,alan_w_rubenstein,behalf_petitioner
418,1974.73-1018,harry_r_sachse,behalf_petitioner
419,1974.73-1055,william_l_patton,behalf_petitioner
420,1974.73-1106,wayne_w_whalen,behalf_petitioner
421,1974.73-1119,robert_eugene_smith,behalf_petitioner
422,1974.73-1121,warren_n_coppedge_jr,behalf_petitioner
423,1974.73-1123,allan_a_tuttle,behalf_petitioner
424,1974.73-1148,bertram_e_hirsch,behalf_petitioner
425,1974.73-1210,charles_h_white_jr,behalf_petitioner
426,1974.73-1256,joseph_f_canterbury_jr,behalf_petitioner
427,1974.73-1270,r_jay_engel,behalf_petitioner
428,1974.73-1279,alan_latman,behalf_petitioner
429,1974.73-1285,g_ross_smith,behalf_petitioner
430,1974.73-130,burt_neuborne,behalf_petitioner
431,1974.73-1309,john_lowe,behalf_petitioner
432,1974.73-1313,matthew_e_murray,behalf_petitioner
433,1974.73-1316,allan_a_tuttle,behalf_petitioner
434,1974.73-1346,leonard_b_boudin,behalf_respondent
435,1974.73-1347,lila_j_young,behalf_petitioner
436,1974.73-1363,patrick_hardin,behalf_petitioner
437,1974.73-1377,robert_h_bork,behalf_petitioner
438,1974.73-1378,robert_h_bork,behalf_petitioner
439,1974.73-1395,andrew_l_frey,behalf_petitioner
440,1974.73-1424,harry_a_dower,behalf_petitioner
441,1974.73-1446,marvin_m_karpatkin,behalf_petitioner
442,1974.73-1461,bryce_e_roe,behalf_petitioner
443,1974.73-1462,elizabeth_b_levatino,behalf_petitioner
444,1974.73-1471,lawrence_g_wallace,behalf_petitioner
445,1974.73-1475,edward_j_landry,behalf_petitioner
446,1974.73-1513,andrew_l_frey,behalf_petitioner
447,1974.73-1531,frank_r_parker,behalf_petitioner
448,1974.73-1541,benjamin_globman,behalf_petitioner
449,1974.73-1543,deborah_m_greenberg,behalf_petitioner
450,1974.73-1573,betty_r_brown,behalf_petitioner
451,1974.73-1595,r_gordon_kean,behalf_petitioner
452,1974.73-1627,robert_s_hammer,behalf_petitioner
453,1974.73-1697,kenneth_l_cornell,behalf_petitioner
454,1974.73-1708,richard_c_turner,behalf_petitioner
455,1974.73-1723,david_m_kendall,behalf_petitioner
456,1974.73-1734,charles_r_davis,behalf_petitioner
457,1974.73-1742,gerald_p_norton,behalf_petitioner
458,1974.73-1765,william_p_thorn,behalf_petitioner
459,1974.73-1773,harry_r_sachse,behalf_petitioner
460,1974.73-1888,a_raymond_randolph_jr,behalf_petitioner
461,1974.73-1892,keith_a_jones,behalf_petitioner
462,1974.73-1908,edwin_p_rome,behalf_petitioner
463,1974.73-1923,herbert_j_miller_jr,behalf_petitioner
464,1974.73-1924,victor_j_van_bourg,behalf_petitioner
465,1974.73-1942,michael_a_maness,behalf_petitioner
466,1974.73-1966,charles_a_horsky,behalf_petitioner
467,1974.73-1977,robert_e_jordan_iii,behalf_petitioner
468,1974.73-2000,william_l_patton,behalf_petitioner
469,1974.73-2060,charles_g_cleaveland,behalf_respondent
470,1974.73-375,howard_karasik,behalf_petitioner
471,1974.73-5520,harry_alan_sherman,behalf_petitioner
472,1974.73-5677,homer_e_moyer_jr,behalf_petitioner
473,1974.73-5768,daniel_c_kaufman,behalf_petitioner
474,1974.73-5772,jerome_b_falk_jr,behalf_petitioner
475,1974.73-5845,jack_greenberg,behalf_petitioner
476,1974.73-5993,walter_l_gerash,behalf_petitioner
477,1974.73-6038,neil_macfarlane,behalf_respondent
478,1974.73-628,john_mcquiston_ii,behalf_petitioner
479,1974.73-6336,ralph_w_parnell_jr,behalf_petitioner
480,1974.73-64,james_e_mclaughlin,behalf_petitioner
481,1974.73-6587,diana_a_steele,behalf_petitioner
482,1974.73-662,nicholas_d_garrett,behalf_respondent
483,1974.73-6650,robert_p_isaacson,behalf_petitioner
484,1974.73-6739,robert_w_hagopian,behalf_petitioner
485,1974.73-689,william_f_walsh,behalf_petitioner
486,1974.73-696,lawrence_g_wallace,behalf_petitioner
487,1974.73-717,mason_d_morisset,behalf_petitioner
488,1974.73-748,howard_schulman,behalf_petitioner
489,1974.73-759,kendall_l_vick,behalf_petitioner
490,1974.73-762,james_h_reynolds,behalf_petitioner
491,1974.73-765,bernard_dunau,behalf_petitioner
492,1974.73-820,paul_l_friedman,behalf_petitioner
493,1974.73-822,john_a_brown,behalf_petitioner
494,1974.73-858,james_o_latturner,behalf_petitioner
495,1974.73-898,thomas_a_bustin,behalf_petitioner
496,1974.73-938,kirk_m_mcalpin,behalf_petitioner
497,1974.74-107,hillel_hoffman,behalf_petitioner
498,1974.74-114,john_j_cleary,behalf_respondent
499,1974.74-124,allyn_o_kreps,behalf_petitioner
500,1974.74-13,vernon_i_arey,behalf_petitioner
501,1974.74-156,oretta_d_sears,behalf_petitioner
502,1974.74-157,simon_h_rifkind,behalf_petitioner
503,1974.74-201,lawrence_g_wallace,behalf_petitioner
504,1974.74-214,harriet_s_shapiro,behalf_petitioner
505,1974.74-364,larry_j_ritchie,behalf_respondent
506,1974.74-389,francis_v_lowden_jr,behalf_petitioner
507,1974.74-456,john_w_odam,behalf_petitioner
508,1974.74-466,mark_l_evans,behalf_petitioner
